,cola,mnli,mrpc,qnli,qqp,rte,sst2,stsb,wnli,average
bert-small_5_2,0.0,0.6865002547121752,0.7365196078431373,0.7695405454878272,0.8179282013714865,0.5234657039711191,0.8222477064220184,0.30354531577531335,0.4507042253521127,0.5678279512150212
bert-small_7_2,0.0,0.6449312277126846,0.7419117647058824,0.6183415705656233,0.7725143976685048,0.49097472924187724,0.8061926605504587,0.09866084656073812,0.39436619718309857,0.5075437104654299
bert-small_10_3,0.0,0.5267447784004076,0.7480253018237863,0.5939959729086582,0.7089876185109,0.48375451263537905,0.7706422018348624,0.03162130037919909,0.5492957746478874,0.49034082901567555
bert-small_6_2,0.0,0.6586856851757514,0.7610524256651017,0.6849716273110013,0.7974806854434339,0.4657039711191336,0.8188073394495413,0.11059809723462843,0.36619718309859156,0.5181663349441314
bert-small_7_3,0.0,0.6407539480387162,0.750993640699523,0.6241991579718104,0.7657036521083259,0.48375451263537905,0.8038990825688074,0.08026360297561513,0.49295774647887325,0.5158361492752278
bert-small_10_2,0.0,0.5106469689251146,0.7480253018237863,0.5839282445542742,0.7001152679164341,0.4548736462093863,0.7798165137614679,0.03879068572894286,0.6056338028169014,0.49131449241514524
bert-small_6_1,0.0,0.6662251655629139,0.7440467893318465,0.7118799194581732,0.7959512943217808,0.5054151624548736,0.8061926605504587,0.11940849774917393,0.4507042253521127,0.5333137460868148
bert-small_30_3,0.0,0.3532348446255731,0.7480253018237863,0.5209591799377631,0.5670290161605034,0.49097472924187724,0.5447247706422018,-0.041330455623884224,0.5633802816901409,0.4163330742775513
bert-small_13_3,0.0,0.45736118186449315,0.7480253018237863,0.5557386051619989,0.6602074766711892,0.44765342960288806,0.6995412844036697,-1.6179604877207413e-05,0.5774647887323944,0.46066398762839356
bert-small_30_1,0.0,0.34386143657666834,0.7480253018237863,0.5376166941241076,0.5668295942744348,0.516245487364621,0.5309633027522935,0.007208203762672671,0.4788732394366197,0.41440258445724487
bert-small_8_1,0.0,0.5871625063678044,0.755036926664939,0.6117517847336629,0.7274911651659897,0.4584837545126354,0.8004587155963303,0.04527974492711296,0.5352112676056338,0.5023195406193454
bert-small_8_2,0.0,0.6051961283749363,0.7571301247771836,0.6121178839465495,0.7311075560543243,0.4729241877256318,0.7935779816513762,0.0834802685605,0.5211267605633803,0.5085178768504313
bert-small_20_2,0.0,0.3576158940397351,0.7480253018237863,0.5334065531759107,0.5999421726037766,0.5379061371841155,0.5825688073394495,-0.001815471686375238,0.647887323943662,0.44505963538045124
bert-small_20_3,0.0,0.36209882832399387,0.7480253018237863,0.514003294892916,0.5948688162942015,0.5379061371841155,0.5619266055045872,0.009309352144015468,0.4788732394366197,0.42300128617824845
bert-small_13_1,0.0,0.4618441161487519,0.7480253018237863,0.5599487461101958,0.6656673796884497,0.4620938628158845,0.6743119266055045,0.02848578063678702,0.5633802816901409,0.4626397106132779
bert-small_13_2,0.0,0.4543046357615894,0.7480253018237863,0.5744096650192202,0.6555167700754034,0.5054151624548736,0.6720183486238532,0.02583220298567907,0.5211267605633803,0.46184987192308724
bert-small_20_1,0.0,0.37157412124299544,0.7480253018237863,0.5317591067179206,0.5957446749939634,0.48375451263537905,0.591743119266055,0.0065806380218678155,0.5070422535211268,0.4262470809136772
bert-small_30_2,0.0,0.35476311767702495,0.7480253018237863,0.510342302764049,0.5684327908753262,0.47653429602888087,0.5286697247706422,0.003924311192976857,0.49295774647887325,0.40929439906795106
bert-small_8_3,0.0,0.5854304635761589,0.7477511807642765,0.6161449752883031,0.7334457421539753,0.5126353790613718,0.7924311926605505,0.046951077994731846,0.5774647887323944,0.5124727555813069
bert-small_9_1,0.0,0.552317880794702,0.7480253018237863,0.6000366099212887,0.7189323268943444,0.48014440433212996,0.7878440366972477,0.045135277287029374,0.5211267605633803,0.4948402887015454
bert-small_40_2,0.0,0.35690269994905754,0.7480253018237863,0.5151015925315761,0.5530331183592634,0.5379061371841155,0.5424311926605505,-0.006501253362313114,0.4788732394366197,0.4139746698425173
bert-small_40_3,0.0,0.3502801833927662,0.7480253018237863,0.5229727256086399,0.544207108303402,0.48736462093862815,0.5378440366972477,0.027913527169928443,0.5211267605633803,0.4155260293886421
bert-small_9_2,0.0,0.552317880794702,0.7480253018237863,0.5974739154310819,0.7170847709160424,0.48014440433212996,0.7947247706422018,0.05113044140672274,0.6197183098591549,0.5067355328006469
bert-small_15_2,0.0,0.39052470708099846,0.7480253018237863,0.5628775398132894,0.635838805743653,0.4729241877256318,0.6112385321100917,0.010318850060395526,0.4647887323943662,0.4329485174169124
bert-small_9_3,0.0,,0.7480253018237863,,,,0.7970183486238532,0.040491955450533135,,0.39638390147454317
bert-small_15_3,0.0,0.4388181355068772,0.7480253018237863,0.5539081090975655,0.637201004827262,0.48736462093862815,0.588302752293578,0.019698305372672628,0.5070422535211268,0.4422622759312774
bert-small_40_1,0.0,0.35160468670402445,0.7480253018237863,0.5108914515833791,0.5293244703517237,0.44404332129963897,0.518348623853211,0.019556506863571875,0.43661971830985913,0.3953793423099105
bert-small_15_1,0.0,0.40356597045338766,0.7480253018237863,0.5297455610470437,0.6401173183729454,0.4729241877256318,0.6284403669724771,0.008445968845032854,0.4788732394366197,0.43445976829743604
bert-small_50_3,0.0,0.3433520122261844,0.7480253018237863,0.5079626578802856,0.5316440782687668,0.5126353790613718,0.5252293577981652,0.012009545597304275,0.4225352112676056,0.4003770604359411
bert-small_17_3,0.0,0.3597554763117677,0.7480253018237863,0.5440234303496247,0.611904877242101,0.48736462093862815,0.6295871559633027,-0.013873681921381713,0.5492957746478874,0.43512032837285736
bert-small_11_1,0.0,0.4760061130922058,0.7480253018237863,0.5756910122643236,0.6836237891383831,0.4368231046931408,0.7041284403669725,-0.00621740923708021,0.49295774647887325,0.456782010957845
bert-small_17_2,0.0,0.36658176260825265,0.7480253018237863,0.5551894563426688,0.6046446308093296,0.48375451263537905,0.5974770642201835,-0.029214539348874247,0.5492957746478874,0.4306393293042904
bert-small_17_1,0.0,0.37452878247580235,0.7480253018237863,0.5205930807248764,0.6239911494553454,0.5523465703971119,0.5848623853211009,0.06603975973482133,0.4507042253521127,0.435676806142773
bert-small_50_1,0.0,0.3543555781966378,0.7480253018237863,0.5152846421380194,0.5140911487923292,0.48736462093862815,0.5401376146788991,0.03340481331718052,0.5492957746478874,0.4157732771703742
bert-small_11_3,0.0,0.48996434029546615,0.7480253018237863,0.5925315760571115,0.6965496936736665,0.49097472924187724,0.7396788990825688,0.05910451037391992,0.5070422535211268,0.4804301448966137
bert-small_11_2,0.0,0.49230769230769234,0.7480253018237863,0.5852095917993776,0.6981044482240493,0.45126353790613716,0.7454128440366973,0.0787259623171447,0.4507042253521127,0.47219484486299973
bert-small_50_2,0.0,0.3449821701477331,0.7480253018237863,0.5079626578802856,0.5218486636798667,0.5415162454873647,0.5091743119266054,-0.04854161761830403,0.49295774647887325,0.40199171997846783
bert-small_12_3,0.0,0.47590422822210904,0.7480253018237863,0.5606809445359693,0.6746303774738119,0.5126353790613718,0.7247706422018348,0.06732731480825435,0.5774647887323944,0.482382108539948
bert-small_60_1,0.0,0.346001018848701,0.7480253018237863,0.5064982610287387,0.3574707678781083,0.48736462093862815,0.5344036697247706,-0.033742662559627504,0.39436619718309857,0.37115413054068935
bert-small_12_2,0.0,0.465206316861946,0.7480253018237863,0.5703825736774666,0.6776540321909887,0.48736462093862815,0.7327981651376146,0.010032346185601906,0.49295774647887325,0.4649356781438784
bert-small_23_2,0.0,0.3533367294956699,0.7480253018237863,0.5295625114406004,0.5845923610991988,0.4657039711191336,0.5309633027522935,0.004649823215866382,0.5352112676056338,0.41689391872802034
bert-small_23_3,0.0,0.35710646968925114,0.7480253018237863,0.5244371224601867,0.5849579399067517,0.44765342960288806,0.5814220183486238,0.0580219831170547,0.5492957746478874,0.42788000439960333
bert-small_23_1,0.0,0.35160468670402445,0.7480253018237863,0.5238879736408567,0.58217095738059,0.5234657039711191,0.5768348623853211,0.025909315307325168,0.4647887323943662,0.42185417040082096
bert-small_60_3,0.0,0.33662761079979625,0.7480253018237863,0.5136371956800293,0.503667823452362,0.49458483754512633,0.5229357798165137,-0.00623431087394622,0.5774647887323944,0.41007878077511806
bert-small_12_1,0.0,0.4509424350483953,0.7480253018237863,0.5760571114772103,0.6752412082160038,0.4729241877256318,0.7098623853211009,0.009820492339487088,0.5774647887323944,0.4689264345204455
bert-small_60_2,0.0,0.3453897096281202,0.7480253018237863,0.48398315943620723,0.4849034594500524,0.47653429602888087,0.5091743119266054,0.03231163923440329,0.5352112676056338,0.40172590501485433
bert-small_25_2,0.0,0.3697401935812532,0.7480253018237863,0.5202269815119898,0.5863204041181738,0.47653429602888087,0.5240825688073395,-0.016856210712408958,0.5633802816901409,0.4190504240943506
bert-small_70_2,0.0,0.3412124299541518,0.7480253018237863,0.5165659893831228,0.3966891594534086,0.5054151624548736,0.5045871559633027,-0.016416419955297135,0.6197183098591549,0.401755232104056
bert-small_70_3,0.0,0.3491594498217015,0.7480253018237863,0.5196778326926597,0.31907927797806745,0.48375451263537905,0.5206422018348624,-0.01646368291595908,0.5352112676056338,0.38434290683068123
bert-small_25_1,0.0,0.35384615384615387,0.7480253018237863,0.5279150649826103,0.581953825903304,0.516245487364621,0.5470183486238532,0.005140295556312732,0.5492957746478874,0.4254933614165032
bert-small_25_3,0.0,0.3565970453387672,0.7480253018237863,0.5070474098480688,0.5841081894029747,0.4981949458483754,0.5584862385321101,5.45693029820949e-05,0.5070422535211268,0.41772843929091014
bert-small_14_3,0.0,,0.7480253018237863,,,,0.6284403669724771,0.045844753287996115,,0.3555776055210649
bert-small_14_2,0.0,0.3952114111054508,0.7480253018237863,0.5551894563426688,0.6461318043490083,0.4548736462093863,0.6238532110091743,-0.019468787229286737,0.5774647887323944,0.44236453692695366
bert-small_14_1,0.0,0.42037697401935814,0.7480253018237863,0.5475013728720484,0.6528179702535879,0.49458483754512633,0.6467889908256881,-0.011845383822667577,0.49295774647887325,0.4434675344439778
bert-small_70_1,0.0,0.34253693326541007,0.7480253018237863,0.4927695405454878,0.31649048470650804,0.5054151624548736,0.5149082568807339,0.034951546342639084,0.6197183098591549,0.3972017262087327
bert-small_27_2,0.0,0.35537442689760573,0.7480253018237863,0.5160168405637928,0.5748818768058893,0.48014440433212996,0.5493119266055045,-0.0044116308382594815,0.43661971830985913,0.4062180960555898
bert-small_80_3,0.0,0.35201222618441164,0.7480253018237863,0.5090609555189456,0.39811624461161754,0.4657039711191336,0.5011467889908257,0.04084146019335584,0.5633802816901409,0.39758747001469075
bert-small_16_2,0.0,0.40061130922058075,0.7480253018237863,0.5396302397949845,0.6309855791546054,0.5090252707581228,0.6685779816513762,-0.013423466413407486,0.5774647887323944,0.4512107783024936
bert-small_16_3,0.0,,0.7480253018237863,,,,0.6307339449541285,-0.004433067636701084,,0.34358154478530345
bert-small_16_1,0.0,0.4070300560366786,0.7480253018237863,0.5343218012081274,0.6255673464997786,0.44765342960288806,0.6123853211009175,0.018969551044689614,0.4647887323943662,0.4287490599679147
bert-small_80_2,0.0,0.3453897096281202,0.7480253018237863,0.5130880468606992,0.318082030661193,0.5126353790613718,0.5149082568807339,-0.007334692397061021,0.5774647887323944,0.39136209125013754
bert-small_80_1,0.0,0.35557819663779927,0.7480253018237863,0.5057660626029654,0.31756536079615844,0.5054151624548736,0.5080275229357798,0.012051527320695813,0.5070422535211268,0.38438570978813175
bert-small_27_3,0.0,0.35690269994905754,0.7480253018237863,0.5229727256086399,0.5766876254464134,0.4657039711191336,0.5722477064220184,0.020502816565145847,0.5492957746478874,0.4235931801757869
bert-small_27_1,0.0,0.3510952623535405,0.7480253018237863,0.5178473366282262,0.5842267989859716,0.48736462093862815,0.5298165137614679,0.04137120585834822,0.5211267605633803,0.42009708899037207
bert-small_90_2,0.0,0.34396332144676517,0.7480253018237863,0.5074135090609555,0.33219771709770785,0.48375451263537905,0.5091743119266054,0.016674377634803145,0.49295774647887325,0.3815734220116529
bert-small_33_1,0.0,0.36821192052980134,0.7480253018237863,0.5119897492220392,0.5661949560877052,0.4296028880866426,0.5378440366972477,0.03504355428783701,0.5211267605633803,0.41311546303315994
bert-small_33_2,0.0,0.3564951604686704,0.7480253018237863,0.5226066263957533,0.5641939362875494,0.4259927797833935,0.5481651376146789,0.0560256208532485,0.4084507042253521,0.40332836305027026
bert-small_90_3,0.0,0.3456953642384106,0.7480253018237863,0.5136371956800293,0.3163986274944003,0.51985559566787,0.5149082568807339,-0.008737026775202342,0.5211267605633803,0.385656675063712
bert-small_90_1,0.0,0.33734080489047374,0.7480253018237863,0.5077796082738422,0.3381136720248287,0.5054151624548736,0.5057339449541285,0.031833697250264685,0.5774647887323944,0.39463410893384354
bert-small_33_3,0.0,0.3560876209882832,0.7480253018237863,0.5143693941058026,0.5593792857058923,0.4620938628158845,0.5389908256880734,-0.05743379597046459,0.5211267605633803,0.40473769508007085
bert-small_18_3,0.0,0.36271013754457465,0.7480253018237863,0.5304777594728172,0.610265776081798,0.48014440433212996,0.5688073394495413,0.018444838227870783,0.5492957746478874,0.42979681462004504
bert-small_18_1,0.0,0.3920529801324503,0.7480253018237863,0.5480505216913784,0.6158066010834464,0.49097472924187724,0.6009174311926605,-0.011519301377357929,0.676056338028169,0.45115162242404555
bert-small_18_2,0.0,0.36984207845135,0.7480253018237863,0.5149185429251327,0.609825579174881,0.48014440433212996,0.5711009174311926,-0.0006921522812552707,0.647887323943662,0.43789466620009765
