,cola,mnli,mrpc,qnli,qqp,rte,sst2,stsb,wnli,average
bert-small_30_3,0.0,0.3532348446255731,0.7480253018237863,0.5209591799377631,0.5670290161605034,0.4909747292418772,0.5447247706422018,-0.0413304556238842,0.5633802816901409,0.4163330742775513
bert-small_13_3,0.0,0.4573611818644931,0.7480253018237863,0.5557386051619989,0.6602074766711892,0.447653429602888,0.6995412844036697,-1.6179604877207413e-05,0.5774647887323944,0.4606639876283935
bert-small_30_1,0.0,0.3438614365766683,0.7480253018237863,0.5376166941241076,0.5668295942744348,0.516245487364621,0.5309633027522935,0.0072082037626726,0.4788732394366197,0.4144025844572448
bert-small_8_1,0.0,0.5871625063678044,0.755036926664939,0.6117517847336629,0.7274911651659897,0.4584837545126354,0.8004587155963303,0.0452797449271129,0.5352112676056338,0.5023195406193454
bert-small_8_2,0.0,0.6051961283749363,0.7571301247771836,0.6121178839465495,0.7311075560543243,0.4729241877256318,0.7935779816513762,0.0834802685605,0.5211267605633803,0.5085178768504313
bert-small_20_2,0.0,0.3576158940397351,0.7480253018237863,0.5334065531759107,0.5999421726037766,0.5379061371841155,0.5825688073394495,-0.0018154716863752,0.647887323943662,0.4450596353804512
bert-small_20_3,0.0,0.3620988283239938,0.7480253018237863,0.514003294892916,0.5948688162942015,0.5379061371841155,0.5619266055045872,0.0093093521440154,0.4788732394366197,0.4230012861782484
bert-small_13_1,0.0,0.4618441161487519,0.7480253018237863,0.5599487461101958,0.6656673796884497,0.4620938628158845,0.6743119266055045,0.028485780636787,0.5633802816901409,0.4626397106132779
bert-small_13_2,0.0,0.4543046357615894,0.7480253018237863,0.5744096650192202,0.6555167700754034,0.5054151624548736,0.6720183486238532,0.025832202985679,0.5211267605633803,0.4618498719230872
bert-small_20_1,0.0,0.3715741212429954,0.7480253018237863,0.5317591067179206,0.5957446749939634,0.483754512635379,0.591743119266055,0.0065806380218678,0.5070422535211268,0.4262470809136772
bert-small_30_2,0.0,0.3547631176770249,0.7480253018237863,0.510342302764049,0.5684327908753262,0.4765342960288808,0.5286697247706422,0.0039243111929768,0.4929577464788732,0.409294399067951
bert-small_8_3,0.0,0.5854304635761589,0.7477511807642765,0.6161449752883031,0.7334457421539753,0.5126353790613718,0.7924311926605505,0.0469510779947318,0.5774647887323944,0.5124727555813069
bert-small_9_1,0.0,0.552317880794702,0.7480253018237863,0.6000366099212887,0.7189323268943444,0.4801444043321299,0.7878440366972477,0.0451352772870293,0.5211267605633803,0.4948402887015454
bert-small_40_2,0.0,0.3569026999490575,0.7480253018237863,0.5151015925315761,0.5530331183592634,0.5379061371841155,0.5424311926605505,-0.0065012533623131,0.4788732394366197,0.4139746698425173
bert-small_40_3,0.0,0.3502801833927662,0.7480253018237863,0.5229727256086399,0.544207108303402,0.4873646209386281,0.5378440366972477,0.0279135271699284,0.5211267605633803,0.4155260293886421
bert-small_9_2,0.0,0.552317880794702,0.7480253018237863,0.5974739154310819,0.7170847709160424,0.4801444043321299,0.7947247706422018,0.0511304414067227,0.6197183098591549,0.5067355328006469
bert-small_15_2,0.0,0.3905247070809984,0.7480253018237863,0.5628775398132894,0.635838805743653,0.4729241877256318,0.6112385321100917,0.0103188500603955,0.4647887323943662,0.4329485174169124
bert-small_9_3,0.0,,0.7480253018237863,,,,0.7970183486238532,0.0404919554505331,,0.3963839014745431
bert-small_15_3,0.0,0.4388181355068772,0.7480253018237863,0.5539081090975655,0.637201004827262,0.4873646209386281,0.588302752293578,0.0196983053726726,0.5070422535211268,0.4422622759312774
bert-small_40_1,0.0,0.3516046867040244,0.7480253018237863,0.5108914515833791,0.5293244703517237,0.4440433212996389,0.518348623853211,0.0195565068635718,0.4366197183098591,0.3953793423099105
bert-small_15_1,0.0,0.4035659704533876,0.7480253018237863,0.5297455610470437,0.6401173183729454,0.4729241877256318,0.6284403669724771,0.0084459688450328,0.4788732394366197,0.434459768297436
bert-small_50_3,0.0,0.3433520122261844,0.7480253018237863,0.5079626578802856,0.5316440782687668,0.5126353790613718,0.5252293577981652,0.0120095455973042,0.4225352112676056,0.4003770604359411
bert-small_17_3,0.0,0.3597554763117677,0.7480253018237863,0.5440234303496247,0.611904877242101,0.4873646209386281,0.6295871559633027,-0.0138736819213817,0.5492957746478874,0.4351203283728573
bert-small_11_1,0.0,0.4760061130922058,0.7480253018237863,0.5756910122643236,0.6836237891383831,0.4368231046931408,0.7041284403669725,-0.0062174092370802,0.4929577464788732,0.456782010957845
bert-small_17_2,0.0,0.3665817626082526,0.7480253018237863,0.5551894563426688,0.6046446308093296,0.483754512635379,0.5974770642201835,-0.0292145393488742,0.5492957746478874,0.4306393293042904
bert-small_17_1,0.0,0.3745287824758023,0.7480253018237863,0.5205930807248764,0.6239911494553454,0.5523465703971119,0.5848623853211009,0.0660397597348213,0.4507042253521127,0.435676806142773
bert-small_50_1,0.0,0.3543555781966378,0.7480253018237863,0.5152846421380194,0.5140911487923292,0.4873646209386281,0.5401376146788991,0.0334048133171805,0.5492957746478874,0.4157732771703742
bert-small_11_3,0.0,0.4899643402954661,0.7480253018237863,0.5925315760571115,0.6965496936736665,0.4909747292418772,0.7396788990825688,0.0591045103739199,0.5070422535211268,0.4804301448966137
bert-small_11_2,0.0,0.4923076923076923,0.7480253018237863,0.5852095917993776,0.6981044482240493,0.4512635379061371,0.7454128440366973,0.0787259623171447,0.4507042253521127,0.4721948448629997
bert-small_50_2,0.0,0.3449821701477331,0.7480253018237863,0.5079626578802856,0.5218486636798667,0.5415162454873647,0.5091743119266054,-0.048541617618304,0.4929577464788732,0.4019917199784678
bert-small_12_3,0.0,0.475904228222109,0.7480253018237863,0.5606809445359693,0.6746303774738119,0.5126353790613718,0.7247706422018348,0.0673273148082543,0.5774647887323944,0.482382108539948
bert-small_60_1,0.0,0.346001018848701,0.7480253018237863,0.5064982610287387,0.3574707678781083,0.4873646209386281,0.5344036697247706,-0.0337426625596275,0.3943661971830985,0.3711541305406893
bert-small_12_2,0.0,0.465206316861946,0.7480253018237863,0.5703825736774666,0.6776540321909887,0.4873646209386281,0.7327981651376146,0.0100323461856019,0.4929577464788732,0.4649356781438784
bert-small_23_2,0.0,0.3533367294956699,0.7480253018237863,0.5295625114406004,0.5845923610991988,0.4657039711191336,0.5309633027522935,0.0046498232158663,0.5352112676056338,0.4168939187280203
bert-small_23_3,0.0,0.3571064696892511,0.7480253018237863,0.5244371224601867,0.5849579399067517,0.447653429602888,0.5814220183486238,0.0580219831170547,0.5492957746478874,0.4278800043996033
bert-small_23_1,0.0,0.3516046867040244,0.7480253018237863,0.5238879736408567,0.58217095738059,0.5234657039711191,0.5768348623853211,0.0259093153073251,0.4647887323943662,0.4218541704008209
bert-small_60_3,0.0,0.3366276107997962,0.7480253018237863,0.5136371956800293,0.503667823452362,0.4945848375451263,0.5229357798165137,-0.0062343108739462,0.5774647887323944,0.410078780775118
bert-small_12_1,0.0,0.4509424350483953,0.7480253018237863,0.5760571114772103,0.6752412082160038,0.4729241877256318,0.7098623853211009,0.009820492339487,0.5774647887323944,0.4689264345204455
bert-small_60_2,0.0,0.3453897096281202,0.7480253018237863,0.4839831594362072,0.4849034594500524,0.4765342960288808,0.5091743119266054,0.0323116392344032,0.5352112676056338,0.4017259050148543
bert-small_25_2,0.0,0.3697401935812532,0.7480253018237863,0.5202269815119898,0.5863204041181738,0.4765342960288808,0.5240825688073395,-0.0168562107124089,0.5633802816901409,0.4190504240943506
bert-small_70_2,0.0,0.3412124299541518,0.7480253018237863,0.5165659893831228,0.3966891594534086,0.5054151624548736,0.5045871559633027,-0.0164164199552971,0.6197183098591549,0.401755232104056
bert-small_70_3,0.0,0.3491594498217015,0.7480253018237863,0.5196778326926597,0.3190792779780674,0.483754512635379,0.5206422018348624,-0.016463682915959,0.5352112676056338,0.3843429068306812
bert-small_25_1,0.0,0.3538461538461538,0.7480253018237863,0.5279150649826103,0.581953825903304,0.516245487364621,0.5470183486238532,0.0051402955563127,0.5492957746478874,0.4254933614165032
bert-small_25_3,0.0,0.3565970453387672,0.7480253018237863,0.5070474098480688,0.5841081894029747,0.4981949458483754,0.5584862385321101,5.45693029820949e-05,0.5070422535211268,0.4177284392909101
bert-small_14_3,0.0,,0.7480253018237863,,,,0.6284403669724771,0.0458447532879961,,0.3555776055210649
bert-small_14_2,0.0,0.3952114111054508,0.7480253018237863,0.5551894563426688,0.6461318043490083,0.4548736462093863,0.6238532110091743,-0.0194687872292867,0.5774647887323944,0.4423645369269536
bert-small_14_1,0.0,0.4203769740193581,0.7480253018237863,0.5475013728720484,0.6528179702535879,0.4945848375451263,0.6467889908256881,-0.0118453838226675,0.4929577464788732,0.4434675344439778
bert-small_70_1,0.0,0.34253693326541,0.7480253018237863,0.4927695405454878,0.316490484706508,0.5054151624548736,0.5149082568807339,0.034951546342639,0.6197183098591549,0.3972017262087327
bert-small_27_2,0.0,0.3553744268976057,0.7480253018237863,0.5160168405637928,0.5748818768058893,0.4801444043321299,0.5493119266055045,-0.0044116308382594,0.4366197183098591,0.4062180960555898
bert-small_80_3,0.0,0.3520122261844116,0.7480253018237863,0.5090609555189456,0.3981162446116175,0.4657039711191336,0.5011467889908257,0.0408414601933558,0.5633802816901409,0.3975874700146907
bert-small_16_2,0.0,0.4006113092205807,0.7480253018237863,0.5396302397949845,0.6309855791546054,0.5090252707581228,0.6685779816513762,-0.0134234664134074,0.5774647887323944,0.4512107783024936
bert-small_16_3,0.0,,0.7480253018237863,,,,0.6307339449541285,-0.004433067636701,,0.3435815447853034
bert-small_16_1,0.0,0.4070300560366786,0.7480253018237863,0.5343218012081274,0.6255673464997786,0.447653429602888,0.6123853211009175,0.0189695510446896,0.4647887323943662,0.4287490599679147
bert-small_80_2,0.0,0.3453897096281202,0.7480253018237863,0.5130880468606992,0.318082030661193,0.5126353790613718,0.5149082568807339,-0.007334692397061,0.5774647887323944,0.3913620912501375
bert-small_80_1,0.0,0.3555781966377992,0.7480253018237863,0.5057660626029654,0.3175653607961584,0.5054151624548736,0.5080275229357798,0.0120515273206958,0.5070422535211268,0.3843857097881317
bert-small_27_3,0.0,0.3569026999490575,0.7480253018237863,0.5229727256086399,0.5766876254464134,0.4657039711191336,0.5722477064220184,0.0205028165651458,0.5492957746478874,0.4235931801757869
bert-small_27_1,0.0,0.3510952623535405,0.7480253018237863,0.5178473366282262,0.5842267989859716,0.4873646209386281,0.5298165137614679,0.0413712058583482,0.5211267605633803,0.420097088990372
bert-small_90_2,0.0,0.3439633214467651,0.7480253018237863,0.5074135090609555,0.3321977170977078,0.483754512635379,0.5091743119266054,0.0166743776348031,0.4929577464788732,0.3815734220116529
bert-small_33_1,0.0,0.3682119205298013,0.7480253018237863,0.5119897492220392,0.5661949560877052,0.4296028880866426,0.5378440366972477,0.035043554287837,0.5211267605633803,0.4131154630331599
bert-small_33_2,0.0,0.3564951604686704,0.7480253018237863,0.5226066263957533,0.5641939362875494,0.4259927797833935,0.5481651376146789,0.0560256208532485,0.4084507042253521,0.4033283630502702
bert-small_90_3,0.0,0.3456953642384106,0.7480253018237863,0.5136371956800293,0.3163986274944003,0.51985559566787,0.5149082568807339,-0.0087370267752023,0.5211267605633803,0.385656675063712
bert-small_90_1,0.0,0.3373408048904737,0.7480253018237863,0.5077796082738422,0.3381136720248287,0.5054151624548736,0.5057339449541285,0.0318336972502646,0.5774647887323944,0.3946341089338435
bert-small_33_3,0.0,0.3560876209882832,0.7480253018237863,0.5143693941058026,0.5593792857058923,0.4620938628158845,0.5389908256880734,-0.0574337959704645,0.5211267605633803,0.4047376950800708
bert-small_18_3,0.0,0.3627101375445746,0.7480253018237863,0.5304777594728172,0.610265776081798,0.4801444043321299,0.5688073394495413,0.0184448382278707,0.5492957746478874,0.429796814620045
bert-small_18_1,0.0,0.3920529801324503,0.7480253018237863,0.5480505216913784,0.6158066010834464,0.4909747292418772,0.6009174311926605,-0.0115193013773579,0.676056338028169,0.4511516224240455
bert-small_18_2,0.0,0.36984207845135,0.7480253018237863,0.5149185429251327,0.609825579174881,0.4801444043321299,0.5711009174311926,-0.0006921522812552,0.647887323943662,0.4378946662000976
bert-small_0.5_1,0.23332437526136524,0.7788079470198676,0.8009684643088004,0.861431447922387,0.8686713117193927,0.5740072202166066,0.8807339449541285,0.8558107536186024,0.30985915492957744,0.6848460688834141
bert-small_1.5_2,0.15270970804355685,0.7622007131940907,0.7883079157588961,0.8526450668131064,0.8616857612104806,0.6353790613718412,0.8669724770642202,0.8316870123502038,0.323943661971831,0.6750590419753586
bert-small_0.5_2,0.18197936940664375,0.7764645950076413,0.7966979311409603,0.8627127951674904,0.8681247511696124,0.5992779783393501,0.8761467889908257,0.8586015903553719,0.29577464788732394,0.6795311608294688
bert-small_0.5_3,0.2045563279033775,0.7802343352012227,0.7931798306176931,0.8641771920190372,0.8676081837249117,0.5956678700361011,0.8795871559633027,0.8579108665940036,0.2676056338028169,0.678947488429163
bert-small_1.5_1,0.10385466804655791,0.7660723382577688,0.7866912894189935,0.8482518762584661,0.858486913565589,0.6209386281588448,0.8704128440366973,0.8450345687393273,0.29577464788732394,0.6661686415966188
bert-small_1.5_3,0.10506845929138568,0.7639327559857361,0.7965384615384616,0.8489840746842394,0.8595561791846644,0.5884476534296029,0.8669724770642202,0.8420567437654067,0.28169014084507044,0.6614718828654209
bert-small_2.5_1,-0.02929206145132745,0.7385634233316353,0.7650683512841756,0.827567270730368,0.8472595978109697,0.592057761732852,0.841743119266055,0.7804691677355636,0.352112676056338,0.6350610340551811
bert-small_2.5_2,0.1077683109552469,0.742129393785023,0.7751705882352942,0.8229910305692842,0.8481799881006754,0.5812274368231047,0.8302752293577982,0.7832807431255282,0.4225352112676056,0.6570619924688401
bert-small_2.5_3,0.018148342420931135,0.7414161996943454,0.7670686274509804,0.8326926597107817,0.8454492940835406,0.5306859205776173,0.8474770642201835,0.7839077607202691,0.36619718309859156,0.6370047835530268
bert-small_3.5_1,0.0,0.7068772287315334,0.7437288306764861,0.8030386234669595,0.8369842503998702,0.5415162454873647,0.8302752293577982,0.6517567512203489,0.39436619718309857,0.6120603729470511
bert-small_3.5_2,0.0,0.7074885379521141,0.7446266968325792,0.8077979132344866,0.8344128513705777,0.5018050541516246,0.8314220183486238,0.6503413603008447,0.38028169014084506,0.6064640135924106
bert-small_3.5_3,0.0,0.710443199184921,0.7611853468956913,0.7991945817316493,0.8349779022568122,0.5270758122743683,0.8302752293577982,0.6497578080267958,0.38028169014084506,0.6103546188743202
bert-small_4.5_1,0.0,0.6836474783494652,0.7551776960784313,0.795350539996339,0.8224547206169512,0.5631768953068592,0.8153669724770642,0.4249119230848297,0.4084507042253521,0.5853929922372546
bert-small_4.5_2,0.0,0.6933265410086602,0.7620377264829983,0.7896760021965953,0.8239289340400213,0.4657039711191336,0.8268348623853211,0.4651937410011804,0.39436619718309857,0.5801186639352234
bert-small_4.5_3,0.0,0.6901681100356597,0.7580324208891478,0.7973640856672158,0.8225885241553608,0.5631768953068592,0.819954128440367,0.3464566850071733,0.43661971830985913,0.581595618645738
bert-small_5.5_1,0.0,0.6817116658176261,0.7356572977844069,0.7517847336628226,0.8088495739370873,0.5090252707581228,0.8268348623853211,0.18389698396262188,0.49295774647887325,0.5545242371985425
bert-small_5.5_2,0.0,,0.7446757164404223,,0.809093696280138,,0.8027522935779816,0.16233611320409216,,0.5037715639005269
bert-small_6.5_1,0.0,0.6552215995924605,0.7375945323697131,0.6511074501189822,0.7862135165154878,0.4729241877256318,0.8176605504587156,0.10446792619388987,0.4507042253521127,0.5195437764807771
bert-small_6.5_2,0.0,0.6522669383596535,0.7493098253341899,0.6556836902800659,0.7823273114524354,0.5379061371841155,0.8073394495412844,0.09732076313840066,0.4647887323943662,0.5274380941871679
bert-small_6.5_3,0.0,0.655017829852267,0.7540998217468806,0.6602599304411495,0.7787199750028211,0.5306859205776173,0.8256880733944955,0.144620153802903,0.4788732394366197,0.5364405493616393
bert-small_7.5_1,0.0,0.6199694345389709,0.7480650154798761,0.6210873146622735,0.7498667035047762,0.5270758122743683,0.8153669724770642,0.06261827356533808,0.49295774647887325,0.5152230303312824
bert-small_7.5_2,0.0,0.6177279673968415,0.7615517518482804,0.6163280248947465,0.7418895184384944,0.48014440433212996,0.8061926605504587,0.07524498269115129,0.4084507042253521,0.5008366682641616
bert-small_7.5_3,0.0,0.6290371879775853,0.7535270205643233,0.6241991579718104,0.7524688119262302,0.44765342960288806,0.8061926605504587,0.07854497470786588,0.4647887323943662,0.5062679972995031
bert-small_8.5_1,0.0,0.5601630157921549,0.7480253018237863,0.6084568918176826,0.7241577780818038,0.5054151624548736,0.8142201834862385,0.056378586711849366,0.5352112676056338,0.5057809097526692
bert-small_8.5_2,0.0,0.5540499235863474,0.7581535947712419,0.6066263957532492,0.7198724165441127,0.48736462093862815,0.7970183486238532,0.06105430105924983,0.5070422535211268,0.4990202060886455
bert-small_8.5_3,0.0,0.5559857361181865,0.7589563358383,0.6035145524437122,0.7228541236520484,0.44404332129963897,0.7924311926605505,0.04864460703108606,0.4647887323943662,0.48791317793754324
bert-small_9.5_1,0.0,0.5355068772287316,0.7480253018237863,0.5967417170053084,0.7014203032025234,0.4657039711191336,0.7706422018348624,0.03819012103725155,0.5492957746478874,0.4895029186554982
bert-small_9.5_2,0.0,0.5249108507386653,0.7480253018237863,0.6016840563792788,0.7039887849577082,0.48375451263537905,0.7649082568807339,0.026527607897969152,0.4647887323943662,0.47984312263420964
bert-small_9.5_3,0.0,0.5335710646968925,0.7480253018237863,0.6004027091341754,0.7052223500032142,0.5342960288808665,0.7924311926605505,0.04469450742677587,0.5211267605633803,0.49775221279884907
