,cola,mnli,mrpc,qnli,qqp,rte,sst2,stsb,wnli,average
roberta-base_0.5_1,0.5048397535049444,0.87396841569027,0.8923672566371681,0.9271462566355483,0.8952215044983829,0.6462093862815884,0.9461009174311926,0.8937536276304165,0.5633802816901409,0.8224508897886889
roberta-base_1.5_1,0.0,0.6480896586856851,0.7583534621578101,0.8617975471352737,0.8650390245001445,0.4729241877256318,0.9025229357798165,0.8307105786697844,0.5633802816901409,0.6674296743317683
roberta-base_3_3,0.0,0.40152827305145183,0.7510501288701836,0.7358594179022515,0.8123880367128848,0.4729241877256318,0.856651376146789,0.3854652650820325,0.5633802816901409,0.5519833356864031
roberta-base_6.5_1,0.0,0.49485481406011206,0.7457289846631722,0.6781987918725975,0.7179096603754771,0.4729241877256318,0.8291284403669725,0.20403001230940815,0.5774647887323944,0.5178468614216714
roberta-base_0.5_2,0.5496129885311101,0.8742740703005604,0.8906604747162024,0.9265971078162182,0.8972626429452647,0.5884476534296029,0.9346330275229358,0.8939677381063518,0.5633802816901409,0.8194319629210307
roberta-base_0.5_3,0.5574687097445571,0.8752929190015283,0.8840971573814711,0.9247666117517848,0.8968953980230465,0.5342960288808665,0.9369266055045872,0.8950107482580639,0.5633802816901409,0.8130942723182382
roberta-base_1.5_2,0.0,0.31818644931227713,0.8028827425009739,0.8425773384587223,0.8683067278908339,0.4729241877256318,0.8922018348623854,0.8161394418185839,0.5633802816901409,0.626652340321176
roberta-base_1.5_3,0.0,0.5390728476821192,0.8277518928363424,0.4946000366099213,0.8630752552614999,0.4729241877256318,0.908256880733945,0.8347727318464742,0.4788732394366197,0.6175567290869917
roberta-base_1_2,0.41810291651288756,0.6485990830361691,0.8607101097319663,0.9097565440234303,0.8873336382531785,0.4729241877256318,0.9220183486238532,0.8764494027074878,0.5633802816901409,0.7494867788268256
roberta-base_1_3,0.2824630649613888,0.3544574630667346,0.8452998846597463,0.9101226432363171,0.8849138409210366,0.5667870036101083,0.9254587155963303,0.8688686064103299,0.5352112676056338,0.7047964028077489
roberta-base_4_2,0.0,0.33978604177279675,0.745269763956538,0.6997986454329124,0.7849715764973308,0.4729241877256318,0.8302752293577982,0.2929010899379625,0.5633802816901409,0.5207408168351213
roberta-base_4_3,0.0,0.3273560876209883,0.7421083167566543,0.6798462383305875,0.7729420857601164,0.4729241877256318,0.8325688073394495,0.31326156719117426,0.5633802816901409,0.5176259113405752
roberta-base_3.5_2,0.0,0.3544574630667346,0.731553041315373,0.7175544572579169,0.7848904317555749,0.4729241877256318,0.8314220183486238,0.25036387122747084,0.5633802816901409,0.5178956838371657
roberta-base_3.5_3,0.0,0.4431991849210392,0.7548785166240409,0.7781438769906645,0.7866370154740143,0.4729241877256318,0.838302752293578,0.35035347429425945,0.5633802816901409,0.5530548760404035
roberta-base_2_2,0.0,0.3273560876209883,0.7427627450980392,0.4946000366099213,0.8401274850677711,0.4729241877256318,0.8772935779816514,0.676405999920076,0.5633802816901409,0.5539337650030098
roberta-base_2_3,0.0,0.31818644931227713,0.7659232567199066,0.8158520959179938,0.8375580214617201,0.4729241877256318,0.8887614678899083,0.5664653471962107,0.5633802816901409,0.583208853277956
roberta-base_3_2,0.0,0.6299541518084565,0.7476780185758514,0.6450668131063518,0.8102139018756429,0.4729241877256318,0.8428899082568807,0.36612440616112035,0.5633802816901409,0.5643564234387419
